survey_name,survey_version,variable_name,label,required,datatype,value_constraints,source_file,source_directory,Digest (variable_name|source_file|source_directory)
Weekly COVID-19 Citizen Science Survey 4,9,tested_coronavirus_past_week,"In the past week (or since the last time you answered this question), have you received results of any tests that you had done for the novel coronavirus, the virus that causes COVID-19 (either a test to detect the virus for active infection or the antibody to detect past infection)?",true,select one,"Yes;No;I got a test, but don’t know the results",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,1706676c613a3921bb586ef9256e3a3c88d7674c7d2500e706469beafab2ba7d0afb47f0e62d0cbd55c12575a6f5311ff54eea6503bcff17fd2e96a0957728f0
Weekly COVID-19 Citizen Science Survey 4,9,how_to_get_covid_test,Do you know how you might get a coronavirus test if you needed one?,true,select one,Yes;No,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,6ad0d40bbabdf4b0c0e3b64bd7095c945aec03f0d7f0b3e6aa89fb74fd1bd39bcfaf8152167c9b721ec4db8729c8e3d3b5d9cf47dd0151115a83741d15f0bac1
Weekly COVID-19 Citizen Science Survey 4,9,test_type,"""Was it a test for active infection (virus) or past infection (antibody to the virus)?  (The test for active infection usually uses a swab or saliva; the test for past infection usually uses blood.)""",true,select one,Test for active infection (virus);Test for past infection (antibody to the virus);I had both kind of tests;I don’t know,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,5cf61976952b37e062c3e6b47a25a977fa379a3673ee43d900b4299d7e57a848a64f7bdc7e2361ed332b997f4d7e6f8b4768782d2884701e4aeaf1fffabd19ce
Weekly COVID-19 Citizen Science Survey 4,9,active_test_date,WHEN DID YOU TAKE THE TEST for active COVID-19 infection (virus) for which you received the results this week? (It's okay to guess if you are unsure.),true,date,Date,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,7b30703b079d2b23739d77011b04abef06af3de6222dd42262e1c501e1c5d12d468e57e7b9287a9da3bc2ed39add4043739afb2f4b33205a6f4f6e4dedc60f64
Weekly COVID-19 Citizen Science Survey 4,9,active_result,Do you know the result of your test for active COVID-19 infection (virus)?,true,select one,"Yes, I was positive (the novel coronavirus WAS detected);Yes, I was negative (the novel coronavirus was NOT detected);Yes, the test was inconclusive;No, not yet",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,c1e854a2617e7f0e728bac0619361adcb16157c67d8f4ae47b7649fb66b70c7a60a37f3adc6f3bfe407098424e9ce7fbdf9d751f0630ca59b641a9c33ecc163b
Weekly COVID-19 Citizen Science Survey 4,9,active_result_date,WHEN DID YOU GET THE RESULTS from your test for active COVID-19 infection (virus)? (It's okay to guess if you are unsure).,true,date,Date,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,f907f72ef2f2d16629bbd2eb3513efb2b6f3c85438d6bddc97d1bb485d6b359792e1759ab3223f25bb12d15df6629dbe8b738188e535902718c8e28ee5e1b0b5
Weekly COVID-19 Citizen Science Survey 4,9,access_doctor,Do you know how to get an appointment to talk with a doctor or healthcare provider?,true,select one,Yes;No;I don't know,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,08180f115129efca1568de733eed6baaac00942d29f0d09dfdb9fcff2af9f364a9d9a5708c4f0409cd2f9a84aa673f46a81296a8cb2db49c7fd187d598e9821a
Weekly COVID-19 Citizen Science Survey 4,9,worried_positive,"How worried were you about losing your housing, income or employment because of your positive test result?",true,select one,Extremely worried;Very worried;Somewhat worried;A little worried;Not worried at all,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,57d46ce20ab61655776e19985ff400065f01fe874212aa7140cda0c994b329442fce3783c0bfad19c367753d66c2bd69bafe881b5411f53d7e8290020752cc5e
Weekly COVID-19 Citizen Science Survey 4,9,isolate,Were you told to isolate yourself for a certain amount of time so you wouldn’t infect anyone else?,true,select one,Yes;No;I don't know,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,14d4e2c45eac9d659b4a89a26499286b21501c54d3327e27be5fdaf65ca2e0947e943277bb2ca17c8f72fd282b453797b98f44b77d92ce6ccc4776b92ac553cb
Weekly COVID-19 Citizen Science Survey 4,9,isolate_resources,"Were you provided access to resources (food, housing, compensation for lost income) so that you could isolate yourself?",true,select one,Yes;No;I don't know,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,98259627b98954f043b7f9b09a76aae9065d43e4c9a334ab9d1245c7d7582d79be53f22166b6398e71f1dc29afa084a79881bc49968b1015dc1191727e7a5d08
