survey_name,survey_version,variable_name,label,required,datatype,value_constraints,source_file,source_directory,Digest (variable_name|source_file|source_directory)
Weekly COVID-19 Citizen Science Survey 2,9,tested_coronavirus_past_week,"In the past week (or since the last time you answered this question), have you received results of any tests that you had done for the novel coronavirus, the virus that causes COVID-19 (either a test to detect the virus for active infection or the antibody to detect past infection)?",true,select one,"Yes;No;I got a test, but don’t know the results",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,150aec5f0d8edfdca502317bceba5e3a0ff7afcfcb61ed8a3fa62fcaa637458a2d5584f668c4b58397cbd44e15ceb4a7dc733cf8d234c9604dc2391f8d87ca86
Weekly COVID-19 Citizen Science Survey 2,9,how_to_get_covid_test,Do you know how you might get a coronavirus test if you needed one?,true,select one,Yes;No,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,6860332844b7cf9c84ec5909bfc5f13c1a2a7794c7b3c8e56f77979bec032b69f4ac02af8df66675c96b1cade765db6931a445adad9f088dce89047ca92373cc
Weekly COVID-19 Citizen Science Survey 2,9,test_type,"""Was it a test for active infection (virus) or past infection (antibody to the virus)?  (The test for active infection usually uses a swab or saliva; the test for past infection usually uses blood.)""",true,select one,Test for active infection (virus);Test for past infection (antibody to the virus);I had both kind of tests;I don’t know,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,64f780ee837afa650b65d3d268ca39b0036d34f43b8581b710bafbf8ad13b58e46fbf8e20ca5642f5f2cad6edb93b0455b591c13bf2bc9417421c72dd8d87648
Weekly COVID-19 Citizen Science Survey 2,9,active_test_date,WHEN DID YOU TAKE THE TEST for active COVID-19 infection (virus) for which you received the results this week? (It's okay to guess if you are unsure.),true,date,Date,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,bc40af871d47484ef2ee640d3cee6e3b93975a13fc556c6fe54fbe861ee7af763d4cc8a876bc22f3bda69d452c249e562e5d907d6d4dad7b674f39fae90f2fa4
Weekly COVID-19 Citizen Science Survey 2,9,active_result,Do you know the result of your test for active COVID-19 infection (virus)?,true,select one,"Yes, I was positive (the novel coronavirus WAS detected);Yes, I was negative (the novel coronavirus was NOT detected);Yes, the test was inconclusive;No, not yet",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,5ef54be3ad3de1d0f2edc18a1f8b526d40ab368b57710fccc1c8b035d11592ac61adf7fbd9bb891ccc50782b0178ed2cad3746fd354bd955772086b4bb5132d5
Weekly COVID-19 Citizen Science Survey 2,9,active_result_date,WHEN DID YOU GET THE RESULTS from your test for active COVID-19 infection (virus)? (It's okay to guess if you are unsure).,true,date,Date,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,d0c937e0b3dd0ae5da20d5d02ecbc825b47c89e92f2b9bacc9afb880ca633c24cff36f3323ccf41e4398b9d77d233acc176e927349696b133c3d7b340fe6c32a
Weekly COVID-19 Citizen Science Survey 2,9,access_doctor,Do you know how to get an appointment to talk with a doctor or healthcare provider?,true,select one,Yes;No;I don't know,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,3ef2913211167d5f9c93c68913cc65ffa4ef4b50ba5739fd3d8c2670f3127197823986280dd32b822e75df09788cf555126e7cba8303bffc1d00211e7b598669
Weekly COVID-19 Citizen Science Survey 2,9,worried_positive,"How worried were you about losing your housing, income or employment because of your positive test result?",true,select one,Extremely worried;Very worried;Somewhat worried;A little worried;Not worried at all,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,58d1f2f9cf11bee89ecfe86ce99a7b8aaa442c585e28827118ceba9680e2b635f300924d31088d0be110021902ad70c52d6667bc9d0de28da927991a49eecc31
Weekly COVID-19 Citizen Science Survey 2,9,isolate,Were you told to isolate yourself for a certain amount of time so you wouldn’t infect anyone else?,true,select one,Yes;No;I don't know,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,865030afab03897ca90e713876fc8484560e2914fedb9e83b50ea980171074ffbe0fb970e80575e3035951108745e0a839a06849181b2bd7c41884b5d3aad53f
Weekly COVID-19 Citizen Science Survey 2,9,isolate_resources,"Were you provided access to resources (food, housing, compensation for lost income) so that you could isolate yourself?",true,select one,Yes;No;I don't know,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,4e0f673d3df3a2e56eb4c315449cd6e41e1cf39b1d9811a9e946d8c20eead53e6229d4f1c4b0bf7747333a83fc387f049c306b063e8030e0cb88d044d784d5ae
